listing_id,title,property_type,bedrooms,bathrooms,area_sqft,price_aed,price_per_sqft,location,building,developer,agent_id,listing_status,listing_date,last_updated,views_count,furnished,parking_spaces,balcony,gym_access,pool_access,security,description
LST-000683,3BR Apartment in Hills Heights,apartment,3,5,1484,1364627,919,Emirates Hills,Hills Heights,Damac Properties,Abdullah Al Muhairi,sold,2025-07-13,2025-08-31,175,False,1,True,False,True,False,"Beautiful 3-bedroom apartment in prestigious Hills Heights, Emirates Hills. Features 5 bathrooms, 1484 sqft of living space. Perfect for families."
LST-000684,4BR Townhouse in Marina Gate,townhouse,4,5,2496,4326628,1733,Dubai Marina,Marina Gate,Dubai Properties,Khalid Al Suwaidi,sold,2024-11-16,2025-08-31,1158,True,0,True,True,True,False,"Beautiful 4-bedroom townhouse in prestigious Marina Gate, Dubai Marina. Features 5 bathrooms, 2496 sqft of living space. Perfect for families."
LST-000685,0BR Studio in Palm Heights,studio,0,0,1569,1500000,956,Palm Jumeirah,Palm Heights,Binghatti Developers,Khalid Al Suwaidi,sold,2024-11-09,2025-08-31,1631,False,3,True,True,True,True,"Beautiful 0-bedroom studio in prestigious Palm Heights, Palm Jumeirah. Features 0 bathrooms, 1569 sqft of living space. Perfect for professionals."
LST-000686,0BR Studio in Bay Square,studio,0,0,837,691322,825,Business Bay,Bay Square,Emaar Properties,Aisha Al Falasi,active,2025-08-04,2025-08-31,330,False,3,False,False,False,True,"Beautiful 0-bedroom studio in prestigious Bay Square, Business Bay. Features 0 bathrooms, 837 sqft of living space. Perfect for professionals."
LST-000687,5BR Penthouse in Bay Residences,penthouse,5,6,2946,5907204,2005,Business Bay,Bay Residences,Meraas,Aisha Al Falasi,active,2024-10-25,2025-08-31,1774,True,1,False,True,False,False,"Beautiful 5-bedroom penthouse in prestigious Bay Residences, Business Bay. Features 6 bathrooms, 2946 sqft of living space. Perfect for families."
LST-000688,4BR Apartment in Hills Central,apartment,4,6,2013,1825403,906,Emirates Hills,Hills Central,Dubai Properties,Abdullah Al Muhairi,sold,2025-01-25,2025-08-31,487,True,3,False,True,True,True,"Beautiful 4-bedroom apartment in prestigious Hills Central, Emirates Hills. Features 6 bathrooms, 2013 sqft of living space. Perfect for families."
LST-000689,0BR Studio in Hills Central,studio,0,0,1700,1479351,870,Emirates Hills,Hills Central,Damac Properties,Michael Brown,sold,2024-12-16,2025-08-31,1937,True,2,True,False,False,False,"Beautiful 0-bedroom studio in prestigious Hills Central, Emirates Hills. Features 0 bathrooms, 1700 sqft of living space. Perfect for professionals."
LST-000690,2BR Townhouse in Marina Promenade,townhouse,2,4,2586,2934265,1134,Dubai Marina,Marina Promenade,Select Group,Amanda Davis,withdrawn,2024-12-22,2025-08-31,405,False,0,True,False,True,True,"Beautiful 2-bedroom townhouse in prestigious Marina Promenade, Dubai Marina. Features 4 bathrooms, 2586 sqft of living space. Perfect for professionals."
LST-000691,4BR Apartment in Palm Vista,apartment,4,4,1414,1507361,1066,Palm Jumeirah,Palm Vista,Select Group,Sarah Johnson,sold,2025-07-12,2025-08-31,1806,False,1,True,False,False,True,"Beautiful 4-bedroom apartment in prestigious Palm Vista, Palm Jumeirah. Features 4 bathrooms, 1414 sqft of living space. Perfect for families."
LST-000692,5BR Penthouse in Jumeirah Heights,penthouse,5,7,2871,4494936,1565,Jumeirah,Jumeirah Heights,Sobha Realty,Ali Hassan,sold,2025-07-19,2025-08-31,403,False,0,False,True,False,True,"Beautiful 5-bedroom penthouse in prestigious Jumeirah Heights, Jumeirah. Features 7 bathrooms, 2871 sqft of living space. Perfect for families."
LST-000693,4BR Townhouse in Marina Promenade,townhouse,4,4,1999,3238174,1619,Dubai Marina,Marina Promenade,Select Group,Mohammed Al Rashid,withdrawn,2025-07-16,2025-08-31,288,True,1,True,True,False,True,"Beautiful 4-bedroom townhouse in prestigious Marina Promenade, Dubai Marina. Features 4 bathrooms, 1999 sqft of living space. Perfect for families."
LST-000694,5BR Villa in Palm Tower,villa,5,6,1666,4199126,2520,Palm Jumeirah,Palm Tower,Sobha Realty,David Wilson,under_contract,2025-06-24,2025-08-31,685,True,3,False,True,False,True,"Beautiful 5-bedroom villa in prestigious Palm Tower, Palm Jumeirah. Features 6 bathrooms, 1666 sqft of living space. Perfect for families."
LST-000695,4BR Villa in Jumeirah Residences,villa,4,5,3109,4238135,1363,Jumeirah,Jumeirah Residences,Meraas,Fatima Al Qassimi,withdrawn,2025-04-17,2025-08-31,239,False,2,False,False,False,True,"Beautiful 4-bedroom villa in prestigious Jumeirah Residences, Jumeirah. Features 5 bathrooms, 3109 sqft of living space. Perfect for families."
LST-000696,3BR Penthouse in Marina Heights 2,penthouse,3,5,2264,4413358,1949,Dubai Marina,Marina Heights 2,Select Group,Rachel Green,sold,2024-10-04,2025-08-31,1710,False,1,False,False,True,True,"Beautiful 3-bedroom penthouse in prestigious Marina Heights 2, Dubai Marina. Features 5 bathrooms, 2264 sqft of living space. Perfect for families."
LST-000697,4BR Penthouse in JBR Views,penthouse,4,4,3188,4943889,1550,JBR,JBR Views,Omniyat,Lisa Thompson,withdrawn,2025-06-20,2025-08-31,1006,False,2,False,True,False,True,"Beautiful 4-bedroom penthouse in prestigious JBR Views, JBR. Features 4 bathrooms, 3188 sqft of living space. Perfect for families."
LST-000698,6BR Villa in Jumeirah Heights,villa,6,7,3070,4579154,1491,Jumeirah,Jumeirah Heights,Damac Properties,Lisa Thompson,sold,2025-03-27,2025-08-31,383,False,1,True,False,False,False,"Beautiful 6-bedroom villa in prestigious Jumeirah Heights, Jumeirah. Features 7 bathrooms, 3070 sqft of living space. Perfect for families."
LST-000699,5BR Villa in DIFC Residences,villa,5,7,2264,4368367,1929,DIFC,DIFC Residences,Deyaar Development,Khalid Al Suwaidi,sold,2025-08-10,2025-08-31,1952,True,0,False,False,False,False,"Beautiful 5-bedroom villa in prestigious DIFC Residences, DIFC. Features 7 bathrooms, 2264 sqft of living space. Perfect for families."
LST-000700,0BR Studio in Marina Gate,studio,0,1,1722,1500000,871,Dubai Marina,Marina Gate,Union Properties,Omar Al Zaabi,under_contract,2025-06-25,2025-08-31,1408,False,0,True,False,True,False,"Beautiful 0-bedroom studio in prestigious Marina Gate, Dubai Marina. Features 1 bathrooms, 1722 sqft of living space. Perfect for professionals."
LST-000701,6BR Villa in Hills Residences,villa,6,6,2304,3500607,1519,Emirates Hills,Hills Residences,Nakheel,David Wilson,sold,2025-07-20,2025-08-31,428,True,1,False,True,True,True,"Beautiful 6-bedroom villa in prestigious Hills Residences, Emirates Hills. Features 6 bathrooms, 2304 sqft of living space. Perfect for families."
LST-000702,4BR Apartment in Ranches Central,apartment,4,4,2005,1724195,859,Arabian Ranches,Ranches Central,Union Properties,Khalid Al Suwaidi,under_contract,2025-01-01,2025-08-31,1418,False,3,True,True,False,True,"Beautiful 4-bedroom apartment in prestigious Ranches Central, Arabian Ranches. Features 4 bathrooms, 2005 sqft of living space. Perfect for families."
LST-000703,4BR Penthouse in Jumeirah Views,penthouse,4,5,2978,6600167,2216,Jumeirah,Jumeirah Views,Azizi Developments,Khalid Al Suwaidi,active,2025-03-06,2025-08-31,1050,True,1,True,True,False,False,"Beautiful 4-bedroom penthouse in prestigious Jumeirah Views, Jumeirah. Features 5 bathrooms, 2978 sqft of living space. Perfect for families."
LST-000704,1BR Studio in Jumeirah Heights,studio,1,1,2022,1500000,741,Jumeirah,Jumeirah Heights,Deyaar Development,Omar Al Zaabi,active,2025-05-14,2025-08-31,668,False,0,False,False,True,False,"Beautiful 1-bedroom studio in prestigious Jumeirah Heights, Jumeirah. Features 1 bathrooms, 2022 sqft of living space. Perfect for professionals."
LST-000705,5BR Townhouse in Palm Heights,townhouse,5,7,3181,4550563,1430,Palm Jumeirah,Palm Heights,Meraas,Rachel Green,under_contract,2025-06-08,2025-08-31,865,True,3,True,False,True,False,"Beautiful 5-bedroom townhouse in prestigious Palm Heights, Palm Jumeirah. Features 7 bathrooms, 3181 sqft of living space. Perfect for families."
LST-000706,3BR Townhouse in Marina Gate,townhouse,3,5,2138,3233376,1512,Dubai Marina,Marina Gate,Deyaar Development,Ahmed Al Mansouri,withdrawn,2024-09-30,2025-08-31,1422,False,3,True,False,False,False,"Beautiful 3-bedroom townhouse in prestigious Marina Gate, Dubai Marina. Features 5 bathrooms, 2138 sqft of living space. Perfect for families."
LST-000707,6BR Penthouse in The Residences,penthouse,6,7,3639,7533867,2070,Downtown Dubai,The Residences,Union Properties,Michael Brown,active,2025-05-31,2025-08-31,918,False,0,True,True,False,False,"Beautiful 6-bedroom penthouse in prestigious The Residences, Downtown Dubai. Features 7 bathrooms, 3639 sqft of living space. Perfect for families."
LST-000708,1BR Studio in Bay Residences,studio,1,2,799,646235,808,Business Bay,Bay Residences,Emaar Properties,Emily Chen,withdrawn,2025-01-07,2025-08-31,801,True,2,False,False,False,False,"Beautiful 1-bedroom studio in prestigious Bay Residences, Business Bay. Features 2 bathrooms, 799 sqft of living space. Perfect for professionals."
LST-000709,3BR Townhouse in Marina Heights 2,townhouse,3,4,1830,2972168,1624,Dubai Marina,Marina Heights 2,Deyaar Development,Aisha Al Falasi,sold,2024-10-09,2025-08-31,122,True,2,True,False,True,True,"Beautiful 3-bedroom townhouse in prestigious Marina Heights 2, Dubai Marina. Features 4 bathrooms, 1830 sqft of living space. Perfect for families."
LST-000710,2BR Apartment in The Residences,apartment,2,4,1196,1410983,1179,Downtown Dubai,The Residences,Azizi Developments,Fatima Al Qassimi,sold,2025-01-08,2025-08-31,1461,True,3,True,True,False,False,"Beautiful 2-bedroom apartment in prestigious The Residences, Downtown Dubai. Features 4 bathrooms, 1196 sqft of living space. Perfect for professionals."
LST-000711,0BR Studio in Marina Gate,studio,0,1,1549,1500000,968,Dubai Marina,Marina Gate,Damac Properties,Aisha Al Falasi,sold,2025-01-26,2025-08-31,870,True,1,False,True,False,True,"Beautiful 0-bedroom studio in prestigious Marina Gate, Dubai Marina. Features 1 bathrooms, 1549 sqft of living space. Perfect for professionals."
LST-000712,4BR Townhouse in Bay Residences,townhouse,4,6,2352,3765953,1601,Business Bay,Bay Residences,Binghatti Developers,Jennifer Smith,active,2025-02-20,2025-08-31,1224,False,1,False,False,True,False,"Beautiful 4-bedroom townhouse in prestigious Bay Residences, Business Bay. Features 6 bathrooms, 2352 sqft of living space. Perfect for families."
LST-000713,1BR Studio in Ranches Heights,studio,1,1,2088,1500000,718,Arabian Ranches,Ranches Heights,Emaar Properties,Rachel Green,under_contract,2025-08-21,2025-08-31,1651,False,1,False,False,False,False,"Beautiful 1-bedroom studio in prestigious Ranches Heights, Arabian Ranches. Features 1 bathrooms, 2088 sqft of living space. Perfect for professionals."
LST-000714,3BR Villa in The Address,villa,3,5,1764,3044119,1725,Downtown Dubai,The Address,Al Habtoor Group,David Wilson,withdrawn,2024-11-02,2025-08-31,911,False,3,False,True,False,False,"Beautiful 3-bedroom villa in prestigious The Address, Downtown Dubai. Features 5 bathrooms, 1764 sqft of living space. Perfect for families."
LST-000715,3BR Penthouse in Jumeirah Central,penthouse,3,4,2849,6662407,2338,Jumeirah,Jumeirah Central,Sobha Realty,Lisa Thompson,withdrawn,2025-04-22,2025-08-31,875,True,0,False,False,True,True,"Beautiful 3-bedroom penthouse in prestigious Jumeirah Central, Jumeirah. Features 4 bathrooms, 2849 sqft of living space. Perfect for families."
LST-000716,4BR Townhouse in Ranches Central,townhouse,4,5,2224,3883955,1746,Arabian Ranches,Ranches Central,Emaar Properties,Ali Hassan,under_contract,2024-10-15,2025-08-31,770,False,3,True,False,False,True,"Beautiful 4-bedroom townhouse in prestigious Ranches Central, Arabian Ranches. Features 5 bathrooms, 2224 sqft of living space. Perfect for families."
LST-000717,6BR Penthouse in DIFC Views,penthouse,6,6,2097,4769156,2274,DIFC,DIFC Views,Sobha Realty,Emily Chen,sold,2025-05-31,2025-08-31,1821,True,3,False,False,True,False,"Beautiful 6-bedroom penthouse in prestigious DIFC Views, DIFC. Features 6 bathrooms, 2097 sqft of living space. Perfect for families."
LST-000718,2BR Townhouse in JBR Central,townhouse,2,4,2306,4549530,1972,JBR,JBR Central,Binghatti Developers,Aisha Al Falasi,withdrawn,2025-05-07,2025-08-31,1809,False,3,False,False,False,True,"Beautiful 2-bedroom townhouse in prestigious JBR Central, JBR. Features 4 bathrooms, 2306 sqft of living space. Perfect for professionals."
LST-000719,2BR Townhouse in Palm Gardens,townhouse,2,4,2599,3600558,1385,Palm Jumeirah,Palm Gardens,Deyaar Development,Lisa Thompson,active,2025-02-15,2025-08-31,1238,False,3,False,True,True,True,"Beautiful 2-bedroom townhouse in prestigious Palm Gardens, Palm Jumeirah. Features 4 bathrooms, 2599 sqft of living space. Perfect for professionals."
LST-000720,0BR Studio in Palm Residences,studio,0,2,1668,1500000,899,Palm Jumeirah,Palm Residences,Emaar Properties,Aisha Al Falasi,under_contract,2025-06-06,2025-08-31,1215,False,0,False,True,False,True,"Beautiful 0-bedroom studio in prestigious Palm Residences, Palm Jumeirah. Features 2 bathrooms, 1668 sqft of living space. Perfect for professionals."
LST-000721,3BR Townhouse in Palm Gardens,townhouse,3,3,2067,4178126,2021,Palm Jumeirah,Palm Gardens,Sobha Realty,Aisha Al Falasi,under_contract,2025-04-02,2025-08-31,182,True,1,False,False,True,False,"Beautiful 3-bedroom townhouse in prestigious Palm Gardens, Palm Jumeirah. Features 3 bathrooms, 2067 sqft of living space. Perfect for families."
LST-000722,6BR Penthouse in Bay Central,penthouse,6,8,2155,5968697,2769,Business Bay,Bay Central,Dubai Properties,Lisa Thompson,under_contract,2025-01-06,2025-08-31,1528,True,0,True,False,False,False,"Beautiful 6-bedroom penthouse in prestigious Bay Central, Business Bay. Features 8 bathrooms, 2155 sqft of living space. Perfect for families."
LST-000723,2BR Townhouse in Downtown Views,townhouse,2,4,2490,4063009,1631,Downtown Dubai,Downtown Views,Union Properties,Ahmed Al Mansouri,withdrawn,2024-12-27,2025-08-31,1745,True,2,False,True,False,False,"Beautiful 2-bedroom townhouse in prestigious Downtown Views, Downtown Dubai. Features 4 bathrooms, 2490 sqft of living space. Perfect for professionals."
LST-000724,2BR Penthouse in Ranches Residences,penthouse,2,2,1198,4837879,4038,Arabian Ranches,Ranches Residences,Binghatti Developers,Emily Chen,under_contract,2025-02-24,2025-08-31,895,False,1,True,False,True,False,"Beautiful 2-bedroom penthouse in prestigious Ranches Residences, Arabian Ranches. Features 2 bathrooms, 1198 sqft of living space. Perfect for professionals."
LST-000725,4BR Apartment in Burj Views,apartment,4,6,2306,2885962,1251,Downtown Dubai,Burj Views,Binghatti Developers,Fatima Al Qassimi,sold,2025-04-01,2025-08-31,1461,False,2,False,False,False,True,"Beautiful 4-bedroom apartment in prestigious Burj Views, Downtown Dubai. Features 6 bathrooms, 2306 sqft of living space. Perfect for families."
LST-000726,1BR Studio in Palm Vista,studio,1,1,1152,1264353,1097,Palm Jumeirah,Palm Vista,Al Habtoor Group,Michael Brown,sold,2025-03-26,2025-08-31,1984,True,2,False,False,False,True,"Beautiful 1-bedroom studio in prestigious Palm Vista, Palm Jumeirah. Features 1 bathrooms, 1152 sqft of living space. Perfect for professionals."
LST-000727,1BR Studio in Palm Vista,studio,1,2,1226,1212790,989,Palm Jumeirah,Palm Vista,Emaar Properties,Omar Al Zaabi,sold,2025-06-16,2025-08-31,1246,True,2,False,False,False,True,"Beautiful 1-bedroom studio in prestigious Palm Vista, Palm Jumeirah. Features 2 bathrooms, 1226 sqft of living space. Perfect for professionals."
LST-000728,1BR Studio in Jumeirah Views,studio,1,3,1466,1299912,886,Jumeirah,Jumeirah Views,Deyaar Development,Lisa Thompson,withdrawn,2025-06-02,2025-08-31,1041,False,0,True,False,True,False,"Beautiful 1-bedroom studio in prestigious Jumeirah Views, Jumeirah. Features 3 bathrooms, 1466 sqft of living space. Perfect for professionals."
LST-000729,5BR Villa in Bay Central,villa,5,7,3093,5682721,1837,Business Bay,Bay Central,Damac Properties,Omar Al Zaabi,sold,2024-12-18,2025-08-31,990,True,1,True,False,True,False,"Beautiful 5-bedroom villa in prestigious Bay Central, Business Bay. Features 7 bathrooms, 3093 sqft of living space. Perfect for families."
LST-000730,0BR Studio in Burj Views,studio,0,1,1633,1500000,918,Downtown Dubai,Burj Views,Select Group,Mohammed Al Rashid,active,2025-01-14,2025-08-31,1210,True,1,False,True,True,True,"Beautiful 0-bedroom studio in prestigious Burj Views, Downtown Dubai. Features 1 bathrooms, 1633 sqft of living space. Perfect for professionals."
LST-000731,3BR Apartment in Hills Views,apartment,3,5,1668,1425832,854,Emirates Hills,Hills Views,Sobha Realty,Mohammed Al Rashid,under_contract,2024-12-06,2025-08-31,670,True,1,True,True,False,False,"Beautiful 3-bedroom apartment in prestigious Hills Views, Emirates Hills. Features 5 bathrooms, 1668 sqft of living space. Perfect for families."
LST-000732,3BR Apartment in The Residences,apartment,3,5,1249,1146401,917,Downtown Dubai,The Residences,Damac Properties,Abdullah Al Muhairi,active,2024-12-30,2025-08-31,454,True,1,False,False,True,False,"Beautiful 3-bedroom apartment in prestigious The Residences, Downtown Dubai. Features 5 bathrooms, 1249 sqft of living space. Perfect for families."
LST-000733,7BR Villa in Downtown Views,villa,7,9,3768,7350664,1950,Downtown Dubai,Downtown Views,Meraas,Rachel Green,sold,2024-12-21,2025-08-31,1342,True,2,False,False,False,False,"Beautiful 7-bedroom villa in prestigious Downtown Views, Downtown Dubai. Features 9 bathrooms, 3768 sqft of living space. Perfect for families."
LST-000734,4BR Townhouse in Ranches Views,townhouse,4,6,2449,3800237,1551,Arabian Ranches,Ranches Views,Omniyat,Abdullah Al Muhairi,active,2025-05-29,2025-08-31,1048,True,2,False,False,True,True,"Beautiful 4-bedroom townhouse in prestigious Ranches Views, Arabian Ranches. Features 6 bathrooms, 2449 sqft of living space. Perfect for families."
LST-000735,2BR Townhouse in Downtown Views,townhouse,2,3,1601,3076280,1921,Downtown Dubai,Downtown Views,Union Properties,Lisa Thompson,under_contract,2025-07-06,2025-08-31,1612,True,1,False,False,False,False,"Beautiful 2-bedroom townhouse in prestigious Downtown Views, Downtown Dubai. Features 3 bathrooms, 1601 sqft of living space. Perfect for professionals."
LST-000736,0BR Studio in Burj Views,studio,0,2,1876,1496263,797,Downtown Dubai,Burj Views,Nakheel,Omar Al Zaabi,withdrawn,2025-06-04,2025-08-31,1795,True,1,False,False,False,False,"Beautiful 0-bedroom studio in prestigious Burj Views, Downtown Dubai. Features 2 bathrooms, 1876 sqft of living space. Perfect for professionals."
LST-000737,4BR Penthouse in Bay Heights,penthouse,4,5,1596,4029396,2524,Business Bay,Bay Heights,Select Group,Michael Brown,sold,2025-01-12,2025-08-31,680,False,3,False,True,False,True,"Beautiful 4-bedroom penthouse in prestigious Bay Heights, Business Bay. Features 5 bathrooms, 1596 sqft of living space. Perfect for families."
LST-000738,6BR Villa in DIFC Central,villa,6,7,1779,4233581,2379,DIFC,DIFC Central,Sobha Realty,Omar Al Zaabi,sold,2025-04-02,2025-08-31,1755,False,0,False,False,False,False,"Beautiful 6-bedroom villa in prestigious DIFC Central, DIFC. Features 7 bathrooms, 1779 sqft of living space. Perfect for families."
LST-000739,7BR Villa in Ranches Views,villa,7,9,3702,6834606,1846,Arabian Ranches,Ranches Views,Damac Properties,Mohammed Al Rashid,under_contract,2025-06-09,2025-08-31,716,False,3,True,False,False,True,"Beautiful 7-bedroom villa in prestigious Ranches Views, Arabian Ranches. Features 9 bathrooms, 3702 sqft of living space. Perfect for families."
LST-000740,1BR Studio in JBR Gardens,studio,1,1,907,589403,649,JBR,JBR Gardens,Dubai Properties,Fatima Al Qassimi,sold,2025-01-18,2025-08-31,1941,False,0,False,True,True,False,"Beautiful 1-bedroom studio in prestigious JBR Gardens, JBR. Features 1 bathrooms, 907 sqft of living space. Perfect for professionals."
LST-000741,7BR Villa in DIFC Views,villa,7,8,2719,4797432,1764,DIFC,DIFC Views,Deyaar Development,Jennifer Smith,sold,2024-11-10,2025-08-31,1169,False,2,True,True,True,False,"Beautiful 7-bedroom villa in prestigious DIFC Views, DIFC. Features 8 bathrooms, 2719 sqft of living space. Perfect for families."
LST-000742,4BR Villa in Jumeirah Residences,villa,4,5,2259,3520714,1558,Jumeirah,Jumeirah Residences,Dubai Properties,Aisha Al Falasi,under_contract,2024-09-18,2025-08-31,1491,False,2,True,True,True,False,"Beautiful 4-bedroom villa in prestigious Jumeirah Residences, Jumeirah. Features 5 bathrooms, 2259 sqft of living space. Perfect for families."
LST-000743,2BR Penthouse in DIFC Residences,penthouse,2,4,1023,4748261,4641,DIFC,DIFC Residences,Union Properties,Michael Brown,active,2024-11-14,2025-08-31,945,True,2,False,False,False,True,"Beautiful 2-bedroom penthouse in prestigious DIFC Residences, DIFC. Features 4 bathrooms, 1023 sqft of living space. Perfect for professionals."
LST-000744,1BR Apartment in The Residences,apartment,1,3,1024,1309854,1279,Downtown Dubai,The Residences,Damac Properties,Abdullah Al Muhairi,under_contract,2025-07-24,2025-08-31,1621,False,2,False,False,True,False,"Beautiful 1-bedroom apartment in prestigious The Residences, Downtown Dubai. Features 3 bathrooms, 1024 sqft of living space. Perfect for professionals."
LST-000745,1BR Studio in The Address,studio,1,2,1780,1500000,842,Downtown Dubai,The Address,Select Group,Rachel Green,active,2025-02-06,2025-08-31,1227,False,0,False,True,True,True,"Beautiful 1-bedroom studio in prestigious The Address, Downtown Dubai. Features 2 bathrooms, 1780 sqft of living space. Perfect for professionals."
LST-000746,5BR Villa in Jumeirah Residences,villa,5,5,2696,5055017,1875,Jumeirah,Jumeirah Residences,Dubai Properties,Abdullah Al Muhairi,under_contract,2024-11-09,2025-08-31,1945,False,1,True,True,True,False,"Beautiful 5-bedroom villa in prestigious Jumeirah Residences, Jumeirah. Features 5 bathrooms, 2696 sqft of living space. Perfect for families."
LST-000747,1BR Apartment in Palm Tower,apartment,1,1,1806,1822455,1009,Palm Jumeirah,Palm Tower,Damac Properties,Aisha Al Falasi,sold,2025-05-05,2025-08-31,1397,True,1,False,True,False,False,"Beautiful 1-bedroom apartment in prestigious Palm Tower, Palm Jumeirah. Features 1 bathrooms, 1806 sqft of living space. Perfect for professionals."
LST-000748,2BR Townhouse in Bay Central,townhouse,2,2,1800,2446824,1359,Business Bay,Bay Central,Azizi Developments,Ahmed Al Mansouri,withdrawn,2025-05-16,2025-08-31,829,True,3,False,False,True,True,"Beautiful 2-bedroom townhouse in prestigious Bay Central, Business Bay. Features 2 bathrooms, 1800 sqft of living space. Perfect for professionals."
LST-000749,2BR Apartment in DIFC Heights,apartment,2,4,2084,2573137,1234,DIFC,DIFC Heights,Damac Properties,Lisa Thompson,under_contract,2025-06-30,2025-08-31,1976,False,2,False,False,True,True,"Beautiful 2-bedroom apartment in prestigious DIFC Heights, DIFC. Features 4 bathrooms, 2084 sqft of living space. Perfect for professionals."
LST-000750,5BR Townhouse in The Residences,townhouse,5,6,2541,3070738,1208,Downtown Dubai,The Residences,Deyaar Development,Ahmed Al Mansouri,active,2025-02-17,2025-08-31,1695,False,3,True,False,False,False,"Beautiful 5-bedroom townhouse in prestigious The Residences, Downtown Dubai. Features 6 bathrooms, 2541 sqft of living space. Perfect for families."
LST-000751,3BR Townhouse in Downtown Views,townhouse,3,5,1272,2704269,2125,Downtown Dubai,Downtown Views,Binghatti Developers,Khalid Al Suwaidi,withdrawn,2025-08-22,2025-08-31,1998,False,2,True,True,True,True,"Beautiful 3-bedroom townhouse in prestigious Downtown Views, Downtown Dubai. Features 5 bathrooms, 1272 sqft of living space. Perfect for families."
LST-000752,0BR Studio in Marina Gate,studio,0,0,1923,1500000,780,Dubai Marina,Marina Gate,Emaar Properties,Sarah Johnson,under_contract,2024-09-26,2025-08-31,650,False,3,True,False,True,True,"Beautiful 0-bedroom studio in prestigious Marina Gate, Dubai Marina. Features 0 bathrooms, 1923 sqft of living space. Perfect for professionals."
LST-000753,5BR Villa in Ranches Views,villa,5,5,3110,4137125,1330,Arabian Ranches,Ranches Views,Deyaar Development,Omar Al Zaabi,sold,2025-02-05,2025-08-31,1330,False,2,False,True,True,False,"Beautiful 5-bedroom villa in prestigious Ranches Views, Arabian Ranches. Features 5 bathrooms, 3110 sqft of living space. Perfect for families."
LST-000754,2BR Apartment in Marina Shores,apartment,2,3,995,1118066,1123,Dubai Marina,Marina Shores,Binghatti Developers,Lisa Thompson,under_contract,2025-07-10,2025-08-31,80,False,1,True,False,True,True,"Beautiful 2-bedroom apartment in prestigious Marina Shores, Dubai Marina. Features 3 bathrooms, 995 sqft of living space. Perfect for professionals."
LST-000755,6BR Penthouse in Hills Residences,penthouse,6,7,2250,6242209,2774,Emirates Hills,Hills Residences,Binghatti Developers,Ahmed Al Mansouri,sold,2024-12-30,2025-08-31,1011,False,1,False,False,True,False,"Beautiful 6-bedroom penthouse in prestigious Hills Residences, Emirates Hills. Features 7 bathrooms, 2250 sqft of living space. Perfect for families."
LST-000756,4BR Villa in Hills Views,villa,4,6,1565,3933217,2513,Emirates Hills,Hills Views,Nakheel,Jennifer Smith,active,2025-07-13,2025-08-31,1518,False,2,True,True,True,False,"Beautiful 4-bedroom villa in prestigious Hills Views, Emirates Hills. Features 6 bathrooms, 1565 sqft of living space. Perfect for families."
LST-000757,5BR Townhouse in Palm Heights,townhouse,5,7,2709,4124223,1522,Palm Jumeirah,Palm Heights,Al Habtoor Group,Fatima Al Qassimi,under_contract,2025-03-16,2025-08-31,914,False,1,True,False,True,True,"Beautiful 5-bedroom townhouse in prestigious Palm Heights, Palm Jumeirah. Features 7 bathrooms, 2709 sqft of living space. Perfect for families."
LST-000758,3BR Villa in Palm Tower,villa,3,3,1431,3042548,2126,Palm Jumeirah,Palm Tower,Emaar Properties,Amanda Davis,withdrawn,2025-03-07,2025-08-31,434,False,3,True,False,False,False,"Beautiful 3-bedroom villa in prestigious Palm Tower, Palm Jumeirah. Features 3 bathrooms, 1431 sqft of living space. Perfect for families."
LST-000759,1BR Studio in Burj Views,studio,1,2,1081,839743,776,Downtown Dubai,Burj Views,Binghatti Developers,Amanda Davis,withdrawn,2024-09-25,2025-08-31,247,False,2,True,False,False,True,"Beautiful 1-bedroom studio in prestigious Burj Views, Downtown Dubai. Features 2 bathrooms, 1081 sqft of living space. Perfect for professionals."
LST-000760,2BR Apartment in Ranches Views,apartment,2,3,2599,2252506,866,Arabian Ranches,Ranches Views,Union Properties,David Wilson,under_contract,2025-03-06,2025-08-31,678,False,3,True,True,False,True,"Beautiful 2-bedroom apartment in prestigious Ranches Views, Arabian Ranches. Features 3 bathrooms, 2599 sqft of living space. Perfect for professionals."
LST-000761,2BR Apartment in Palm Vista,apartment,2,4,2424,2453965,1012,Palm Jumeirah,Palm Vista,Al Habtoor Group,Ali Hassan,active,2024-12-01,2025-08-31,792,True,1,False,True,True,True,"Beautiful 2-bedroom apartment in prestigious Palm Vista, Palm Jumeirah. Features 4 bathrooms, 2424 sqft of living space. Perfect for professionals."
LST-000762,1BR Studio in Bay Central,studio,1,1,1270,887401,698,Business Bay,Bay Central,Azizi Developments,David Wilson,withdrawn,2024-12-06,2025-08-31,912,False,3,False,True,False,True,"Beautiful 1-bedroom studio in prestigious Bay Central, Business Bay. Features 1 bathrooms, 1270 sqft of living space. Perfect for professionals."
LST-000763,1BR Studio in Burj Views,studio,1,1,2202,1500000,681,Downtown Dubai,Burj Views,Damac Properties,Sarah Johnson,withdrawn,2025-06-20,2025-08-31,344,False,1,True,False,True,False,"Beautiful 1-bedroom studio in prestigious Burj Views, Downtown Dubai. Features 1 bathrooms, 2202 sqft of living space. Perfect for professionals."
