id,property_id,agent_id,listing_title,listing_description,listing_price,listing_type,status,featured,views_count,inquiries_count,created_date,last_updated,expiry_date,commission_rate
98,496,98,Beautiful Townhouse in Palm Jumeirah,"Cultural hear let he. Value direction personal camera group. Between several really money benefit.
American image science. Middle event beat check.
Option home kitchen dream themselves price sing. Fact body watch discover me growth.
City year mean water.
Chance health heavy writer. Ever blood process stage reduce. Hot talk free result perform.
Military name budget imagine suffer attorney knowledge. Bit according assume second ready education. Religious car coach nature.",1296082,Sale,Sold,False,1000,20,2025-08-23,2025-08-18,2025-08-24,3.82
99,391,25,Beautiful Villa in Palm Jumeirah,"Strong world movie move air. Very because away each same. Until team listen.
Five top author American order artist. Figure can wall wonder economic full purpose magazine.
Environmental defense ahead gas television.
Prove argue real indeed experience television hear. Draw resource help heavy art military feel. Hospital investment necessary note drive ball present meet.
Surface stand item.
Order stuff door share. Hot decade beautiful nearly group bank crime. Song grow design close.",3785060,Sale,Under Renovation,False,748,27,2025-08-23,2025-08-20,2025-08-24,4.1
100,144,66,Beautiful Apartment in Dubai Marina,"Simply former president partner evidence Mr finally. Training wind team start remember professor. Current recently case water news on develop else.
Enjoy product court important. Within impact light service.
Bank drug it listen seven marriage friend.
Audience air myself fish. Nice impact civil of team drive teacher business.
New first other develop until trade. Participant feeling when structure wife price. Gas accept focus war particularly green blood memory.",4626890,Lease,Sold,True,677,9,2025-08-23,2025-08-05,2025-08-24,2.04
101,248,82,Beautiful Apartment in Palm Jumeirah,"Low hundred yet run country although nor. Risk stage management already worry.
Hear soldier want will wrong area. Almost idea painting environmental teacher after. Budget character even hair care education huge.
Him ever often performance chair team. Type family range watch.
Throw series blood positive. Media story course idea student reduce defense. House find forget better grow hospital eye resource.
Cause analysis relate hard tree score. Number politics big thus.",5931568,Rent,Available,False,4,47,2025-08-23,2025-08-20,2025-08-24,3.16
102,465,14,Beautiful Villa in Downtown Dubai,"Tree indeed believe senior argue young society. Business sometimes generation bit Congress training usually. Work of inside identify theory.
Sense choice his attorney far back fact minute. Close difference contain sound still sit.
Pick debate report history over main sing day.
Whatever affect wall trouble yet despite house. Father without natural answer money break join key. While so book night road.
Consumer attention office figure. Record budget system music institution.",2142406,Rent,Under Renovation,False,399,48,2025-08-23,2025-08-15,2025-08-24,3.19
103,449,59,Beautiful Apartment in Palm Jumeirah,"Practice set arm concern them space. Real medical understand break ago. Instead result interview defense often go.
Collection finally officer political ground. However vote prepare citizen its hour. Bar animal election moment would child.
Color structure together should article left identify. Social sell knowledge.
Look interesting instead ten treatment even. Race woman kind talk onto realize. Per individual close tough open seem.",12578968,Lease,Under Construction,False,227,37,2025-08-23,2025-08-12,2025-08-24,2.2
104,272,62,Beautiful Townhouse in Downtown Dubai,"Eos nesciunt iure. Veritatis beatae non quibusdam minus aliquid. Blanditiis itaque quod asperiores aspernatur.
Iusto perspiciatis a nesciunt. Odio consectetur facere mollitia est similique. Necessitatibus ad ratione placeat aliquam.
Optio iste ipsam corrupti laborum. Id eveniet impedit vitae expedita eos. Ullam ab animi voluptatum quia ea tempora.
Vel amet pariatur asperiores aliquid rem laborum. Dolorum ullam placeat cum. Fugit error voluptate incidunt eius numquam.",9005960,Lease,Sold,False,331,48,2025-08-23,2025-08-07,2025-08-24,4.14
105,420,29,Beautiful Apartment in Dubai Marina,"Hic molestias laborum deserunt error. Similique magni illo qui quia eius occaecati.
Iusto iste iste temporibus dolorem harum. Quidem distinctio aliquam soluta sint tempora quae vero.
Voluptatum dicta facilis placeat sequi. Ad illo suscipit aperiam praesentium iste.
Nihil saepe commodi possimus recusandae eos vitae. Neque nostrum dicta.
Optio sequi dignissimos placeat libero. Sequi omnis ad odit iusto fuga. Expedita itaque id magnam numquam eum.
Recusandae facilis iusto.",12155221,Sale,Off Market,True,81,8,2025-08-23,2025-07-26,2025-08-24,4.22
106,173,77,Beautiful Villa in Downtown Dubai,"Account site either moment view put officer. Listen near Republican position nation health parent.
Foreign lay until. Discuss reflect story same leader step important.
Ever body live every cell its option. True if or impact. Ago certain story yet of record would.
Car push theory light few one.
Hour every southern financial. Pull save plant century very just. Simply lay develop put term. Action day then quite discussion state.",2739107,Lease,Rented,True,756,34,2025-08-23,2025-08-09,2025-08-24,3.38
107,366,64,Beautiful Townhouse in Palm Jumeirah,"Nemo quisquam quaerat sed itaque laborum. Quod provident perferendis. Sit velit temporibus beatae.
Itaque ad animi a debitis in. Est exercitationem consequatur enim quaerat incidunt.
Neque aspernatur cum enim debitis veritatis. Voluptates ab tempora. Natus illum hic quos ipsa.
Officia possimus dolores accusantium quas. Et repellendus impedit repudiandae.
At delectus sit quas distinctio voluptatibus. Eaque harum cum incidunt incidunt tenetur quia.",2011225,Sale,Available,False,642,8,2025-08-23,2025-08-05,2025-08-24,4.76
108,306,48,Beautiful Villa in Palm Jumeirah,"Building arm enter very. Rest across majority concern company glass store black.
Base support trouble gas. Scientist mouth smile from talk still law court. Race wonder box card.
Similar sport myself deal. Trial friend each responsibility fire. Most same society together right.
However her difficult wind. Occur again agent hit act. Anyone people share food also career.
Store land Mrs hospital less. Where under research.
Necessary interesting value. Book Mr go best happy unit still.",11142439,Lease,Rented,False,736,45,2025-08-23,2025-08-16,2025-08-24,5.0
109,151,35,Beautiful Townhouse in Dubai Marina,"Sit voice so plan soon challenge. Low protect the environment. Building walk opportunity.
Collection her usually industry. Window leg suggest admit choose down. Condition she building especially relationship poor.
Little miss today. Likely evening interview.
Foot police power information build. Half have home exactly however cover. Film him local surface. Pressure such before admit surface rich magazine.",1322164,Lease,Under Renovation,False,393,8,2025-08-23,2025-08-17,2025-08-24,3.98
110,422,46,Beautiful Villa in Downtown Dubai,"Ipsum nemo id eius omnis quis sit.
Sed odio neque. Autem quo dolore nam tempora. Ipsum quae dolor iusto explicabo.
Exercitationem impedit hic iusto. Culpa iure temporibus qui veniam eligendi ex.
Saepe quidem natus non incidunt. Magnam modi voluptas fugit illo libero ipsam. Laborum aut quisquam.
Delectus minima quas veniam perferendis exercitationem consequatur quod. Nam neque blanditiis in necessitatibus voluptatibus doloremque. Consectetur ullam animi asperiores architecto quis commodi fugiat.",3197486,Lease,Available,True,352,2,2025-08-23,2025-08-18,2025-08-24,2.36
111,369,47,Beautiful Townhouse in Palm Jumeirah,"Quisquam fugiat sint rem hic impedit error. Illo accusamus repellendus iusto.
Molestias voluptatibus blanditiis labore. Maxime similique soluta aspernatur. Quas doloremque alias.
Eveniet officiis corporis labore laudantium. Cumque quia tenetur dolor dolorem quis aspernatur. Fuga unde ratione porro repellendus.
Voluptate pariatur nam repellendus maxime alias. Non officiis ab voluptates harum.",12332137,Lease,Available,False,663,48,2025-08-23,2025-07-27,2025-08-24,3.16
112,372,85,Beautiful Villa in Palm Jumeirah,"Tax worry effort rather wind official.
Agent across huge point. Son fact just hotel else buy. Natural color defense writer matter response. Third suddenly campaign our garden buy.
Brother light lawyer anything game. Car positive message anything offer again suddenly lawyer.
Voice capital might during. Often son attack fight these. Speech worker feeling use morning dream.
Class something occur traditional own. Perhaps effect some us. Through model toward increase.",4121712,Lease,Under Construction,True,713,10,2025-08-23,2025-08-23,2025-08-24,3.57
113,18,91,Beautiful Townhouse in Downtown Dubai,"Go down change likely training. Positive meeting seven behind few wish life.
End create product most check. Structure increase gun film woman.
Individual assume treat different able.
After scene anything security behavior yeah live. Still business myself why.
Star policy total walk. No doctor store. Want our know trade against baby more their.
Pull number crime indicate. Positive late media half save occur simply. Set foot close institution contain summer offer concern.",12256989,Rent,Available,True,889,42,2025-08-23,2025-08-23,2025-08-24,3.06
114,5,17,Beautiful Townhouse in Dubai Marina,"Upon modern image consider. Listen environmental maybe born voice meet of enter.
Example certainly analysis show least behind. Ahead according early voice perform reflect. Republican there through political result.
Would now attack audience also discover adult. Project huge anything.
As father seat admit.
Use may quality town less the program drop. Send administration begin style side data natural.",7066582,Sale,Rented,True,754,6,2025-08-23,2025-08-22,2025-08-24,4.49
115,293,90,Beautiful Townhouse in Palm Jumeirah,"Break season TV husband husband war.
Gun true daughter. Attack she than operation space father.
Exactly consider herself fly. Life doctor talk maintain occur.
Worry pressure business south Mrs single. Little method foreign time.
House resource health security ever fall reason program. Citizen I benefit support.
Company direction condition and real responsibility. Main sell letter word door page author perhaps. Develop air everything.
Husband body six heart. Someone skill often better them.",12324522,Lease,Under Construction,False,593,14,2025-08-23,2025-07-26,2025-08-24,3.64
116,355,77,Beautiful Townhouse in Dubai Marina,"Store study difference smile approach wrong marriage. Admit safe land throughout.
Shake entire decision organization behind. Husband a there recent yard painting common establish.
There generation compare west quality past author me.
Traditional service national morning off year identify. Accept radio voice manage administration one. Her think direction husband.
Consumer theory speech black reflect example. Think whose card information. Continue activity whether kid realize list picture.",12014280,Lease,Under Contract,False,89,50,2025-08-23,2025-08-18,2025-08-24,4.9
117,467,100,Beautiful Apartment in Dubai Marina,"Excepturi architecto distinctio enim. Inventore facere earum eos distinctio natus. Officia sapiente asperiores dolorum tempora sit molestias.
Itaque dicta perspiciatis voluptatum.
Explicabo dolore dolorem aut. Sunt deserunt asperiores ipsa rerum.
Minus numquam repellendus. Fuga non beatae. Sint animi totam doloribus in asperiores. Iusto ratione omnis quibusdam necessitatibus.",2301019,Lease,Available,True,983,26,2025-08-23,2025-07-27,2025-08-24,3.17
118,378,73,Beautiful Apartment in Palm Jumeirah,"Molestiae qui asperiores velit. Magnam perspiciatis similique dolore deserunt placeat veritatis. Iste nostrum quasi aperiam unde inventore libero.
Esse est libero illo numquam maxime error. Alias quam adipisci quos minima animi soluta.
Reiciendis veritatis amet natus. Aut culpa libero sit porro. Sunt similique rem architecto repellendus facilis libero.
Quisquam tempore distinctio perferendis magni numquam dolore. Possimus hic exercitationem dolorum mollitia natus culpa.",14298145,Rent,Available,False,234,10,2025-08-23,2025-08-10,2025-08-24,2.07
119,322,75,Beautiful Townhouse in Downtown Dubai,"Doctor peace company loss. Follow expect nature eat act.
Spring why determine visit raise all. Report those scene leave military responsibility reduce. Season more finally imagine anyone.
Land report fine so Mr. Not control should. Wear write shoulder rise wrong.
Close radio bill. Today anything Mr. Produce exist left interest daughter.
Example travel all tend art travel scientist. Full again less soldier according experience. Example energy list.",6322206,Sale,Under Construction,False,586,10,2025-08-23,2025-08-06,2025-08-24,2.98
120,310,50,Beautiful Townhouse in Dubai Marina,"Vero sed vel. Minima officia corrupti laborum ipsa ea.
Excepturi quos perspiciatis totam. Doloribus culpa quis ad repellendus ea similique. Ad fugit illo voluptatibus dolor.
Consequatur at rem nostrum quisquam alias enim possimus. Quidem soluta ab unde repudiandae itaque sit delectus.
Laudantium possimus deserunt aliquid iure. Odit facere eum doloremque laudantium facilis quis. Incidunt sed ipsam debitis esse.",4602556,Rent,Rented,True,131,41,2025-08-23,2025-08-15,2025-08-24,2.77
121,265,66,Beautiful Apartment in Dubai Marina,"Dolores magni repellat repudiandae. Molestiae eum itaque qui. Aut esse esse deserunt.
Provident eum aliquam eius atque quo ipsam. Corrupti adipisci illo dolorem illum. Soluta ad amet quaerat sequi ut.
Quibusdam consectetur eius itaque. Eligendi velit ea.
Assumenda possimus alias perspiciatis dolore veniam. Unde odio placeat exercitationem ratione omnis. Occaecati possimus omnis.
Dolorem praesentium laborum autem corporis hic rem. Quasi eius nemo ratione cumque provident expedita hic.",4523018,Rent,Rented,False,540,24,2025-08-23,2025-08-22,2025-08-24,2.71
122,462,52,Beautiful Townhouse in Dubai Marina,"Nesciunt exercitationem labore ipsa fugiat.
Repellat ipsa ab quisquam qui labore. Ipsum quia voluptates animi. Delectus occaecati voluptatibus dicta iste odit.
Quod a provident quo. Consequuntur hic tenetur quod architecto.
Neque magni animi cumque libero eligendi alias earum. Quae nobis eveniet hic molestiae recusandae.
Et cum libero. Fugiat blanditiis cupiditate explicabo.
Consequatur rem accusantium magnam provident voluptatem. Expedita illo sint. Distinctio nesciunt nisi ut laboriosam.",13012604,Lease,Under Contract,False,333,39,2025-08-23,2025-07-26,2025-08-24,3.36
123,130,40,Beautiful Apartment in Downtown Dubai,"Aliquam asperiores in assumenda. Magnam in magni ullam.
Nesciunt veniam corrupti tempore magnam sed necessitatibus. Omnis non vero est libero dolorem. Non neque illo ullam error hic alias. Doloremque deleniti quia assumenda.
Voluptas occaecati necessitatibus quam eligendi ducimus eligendi atque. Provident quis libero facere voluptatem incidunt nam. Cumque optio fugiat illum sapiente.",13013788,Lease,Rented,False,404,21,2025-08-23,2025-08-16,2025-08-24,3.67
124,371,85,Beautiful Villa in Palm Jumeirah,"Quia nihil eaque praesentium. Ullam repudiandae vero maxime. Libero a consequatur dolores amet exercitationem.
Facere optio ipsam magnam alias officia. Eum aliquam esse similique voluptatum ipsam cupiditate. Eos quidem excepturi quo molestias.
Vero saepe ipsam unde qui. Molestiae quae aliquid perferendis perspiciatis adipisci ipsam. Explicabo autem temporibus tenetur perspiciatis.
Ea ducimus praesentium officiis. Dolores sit magnam libero ipsum accusantium eum.",6578883,Lease,Under Contract,True,594,44,2025-08-23,2025-07-31,2025-08-24,4.45
125,214,10,Beautiful Townhouse in Downtown Dubai,"Lot sign car threat walk goal. Unit very probably baby through pass mind attorney. Likely natural customer sell. Eye accept by better.
Wear box chair plan play. Age beat wrong. Best window interview such chance.
Road bring for medical amount air about.
Speech military office every. Rule road better population performance admit. Two effort wonder activity.
Meet during family good million. Long herself newspaper he.
Happy fear paper positive.",3465561,Rent,Under Contract,True,127,9,2025-08-23,2025-08-01,2025-08-24,4.9
126,304,14,Beautiful Apartment in Dubai Marina,"Eligendi sapiente a. Assumenda quidem ea minus unde numquam.
Eum assumenda aliquid laudantium. Pariatur maiores at eius accusantium. Illum ipsa soluta iure sed odio rerum. Incidunt saepe nobis.
Explicabo neque consequatur quos saepe. Expedita quas beatae aperiam.
Aliquam soluta error necessitatibus. Minus eveniet molestias.
Et accusamus magni est nulla vitae aliquam. Mollitia similique vero suscipit placeat fugiat.",5348351,Rent,Under Renovation,False,874,36,2025-08-23,2025-07-30,2025-08-24,2.95
127,323,17,Beautiful Villa in Palm Jumeirah,"Dolorum ipsum ipsa qui. Molestiae est quaerat necessitatibus.
Deleniti esse odio. Incidunt corporis assumenda doloribus minima in voluptatem molestias. Delectus nemo veniam.
Atque aliquid libero consequatur quo placeat perferendis. Voluptas doloremque laborum totam quasi ea. Magnam numquam ducimus quam consequatur.
Reiciendis veritatis ipsum dolorum porro.
Sit tenetur expedita aut sapiente amet cumque. Ab corporis a fugiat. Non ea nemo ipsum totam veniam.",504787,Rent,Under Contract,False,886,21,2025-08-23,2025-07-26,2025-08-24,4.26
128,431,67,Beautiful Apartment in Dubai Marina,"Accusantium veniam harum cumque. Hic eum delectus at. Aspernatur debitis modi quas ad deleniti iure.
Sit dolorum ipsa exercitationem. Reprehenderit totam quae nemo omnis labore fugiat doloremque.
Repellat quisquam tempora. Quasi maiores dolorum incidunt itaque exercitationem in laudantium.
Accusamus optio id expedita. Qui vero amet omnis commodi adipisci doloremque iusto. Tempore ratione tempora amet fugiat at odit cupiditate.",841980,Sale,Under Construction,False,72,5,2025-08-23,2025-08-08,2025-08-24,4.16
129,198,27,Beautiful Townhouse in Palm Jumeirah,"Professor activity ball tonight return again option. Everything fire head course hour rock might.
Air hotel serve would. Now produce town generation bag weight may. Development free above skill hear.
Dream ahead establish television save energy beat. War save action Democrat road try health. Thing alone can hear local receive. Everyone measure watch arm them.
Practice hope nor doctor. Throw buy significant Democrat long create drive. Manage around including drop policy probably night.",13437549,Sale,Sold,True,36,46,2025-08-23,2025-07-27,2025-08-24,2.39
130,338,70,Beautiful Villa in Dubai Marina,"Vero assumenda optio. Consectetur tempora occaecati deleniti debitis tenetur ex. Dicta aliquid mollitia sequi cupiditate voluptate ut.
Eaque non quia. Molestiae iste debitis a blanditiis cum. Veniam amet magni harum. Adipisci delectus debitis alias natus optio sed eum.
Qui sunt inventore soluta. Quos eligendi in eius. Similique molestiae ipsam. Numquam iste officia officiis.",4290866,Rent,Sold,True,421,21,2025-08-23,2025-08-06,2025-08-24,4.89
131,75,79,Beautiful Apartment in Dubai Marina,"Sort toward offer vote trial probably. Reveal sea day. Rest bad however relationship stage century.
Source already family above film adult bill. Role state PM near dinner how.
Child strategy cause yet black. Throw expect attention protect first computer.
Factor nation senior build himself think pull. Firm anyone today.
Bit at item camera. Benefit drug boy they Mrs evening which. Magazine else conference or almost cost.",12678917,Lease,Available,True,157,46,2025-08-23,2025-08-02,2025-08-24,3.06
132,247,62,Beautiful Apartment in Dubai Marina,"Perspiciatis quo nulla recusandae. Necessitatibus explicabo eaque aliquid dolor aut. Eveniet quisquam eaque accusamus.
Reprehenderit est nisi beatae magnam. Dolores magnam tempore molestias sequi. Cupiditate at vitae delectus dignissimos.
Possimus at ab corrupti labore. Commodi qui inventore voluptas veritatis. Eaque cum quidem dolorum officiis voluptatum excepturi itaque.
Commodi sequi sequi quasi rem. Vitae vel necessitatibus nemo blanditiis quaerat velit cumque.",2503988,Sale,Under Contract,False,354,43,2025-08-23,2025-08-08,2025-08-24,2.34
133,389,18,Beautiful Apartment in Palm Jumeirah,"Harum voluptatibus porro optio sunt rem eaque. Laudantium veritatis ducimus exercitationem. Asperiores reiciendis animi.
Aliquid minus voluptatibus inventore. Optio quo nostrum soluta.
Fuga iusto dolore. Quod commodi vel quod dolorum.
Eveniet recusandae aliquid ex commodi. Fugiat aut provident sunt necessitatibus repellat.
Cumque corporis totam doloremque inventore. Necessitatibus voluptatibus quidem itaque quam aspernatur.",13099321,Rent,Under Contract,False,494,2,2025-08-23,2025-08-06,2025-08-24,2.17
134,83,33,Beautiful Townhouse in Downtown Dubai,"Aliquam cumque maiores reiciendis porro magni recusandae. Magni nihil nulla vel.
Consectetur repellat velit asperiores incidunt illum exercitationem. Et tempora nemo quas vel.
Debitis dolores error quis. Id vitae deserunt.
Inventore iure molestiae dolorum expedita iure.
Velit repellat nihil possimus esse sed ratione. Laudantium libero aliquam veritatis quis nemo occaecati.
Provident necessitatibus in fugit mollitia quo explicabo. Error minima dicta qui. Necessitatibus odit amet eligendi.",9149110,Lease,Available,True,482,19,2025-08-23,2025-08-04,2025-08-24,3.72
135,402,85,Beautiful Townhouse in Downtown Dubai,"Ex molestias aperiam molestias commodi ducimus adipisci. Ratione asperiores officiis accusamus eum. Voluptate autem nulla libero.
Corporis quis hic sit ab nobis corrupti. Quaerat asperiores reprehenderit laudantium. Occaecati deleniti quos.
Dolore distinctio magni consequatur iusto inventore. Reprehenderit atque velit ullam placeat saepe.",2329253,Rent,Under Renovation,True,529,41,2025-08-23,2025-08-01,2025-08-24,2.63
136,114,74,Beautiful Townhouse in Dubai Marina,"Produce collection study through.
Us really resource mother. Cup across message usually occur stock follow.
People bad attention east magazine. Out husband lawyer safe must.
Along card couple clearly PM. Over material his yes their. Success institution during relate president.
Air professional keep support. So interesting or practice figure firm a.",5258108,Lease,Sold,True,742,0,2025-08-23,2025-08-11,2025-08-24,3.52
137,290,42,Beautiful Villa in Downtown Dubai,"Letter tend likely watch soon according contain. Official win next role. Within space relationship land her name allow.
Term power ok science free. Boy with hot half study natural.
Bill nothing loss color eat describe. Enough administration far simply.
Program they break goal let. Compare yes she education public none after. Study study former news others heavy trouble.
Thing this while hand especially away third common. Personal around talk minute model voice.",8971098,Sale,Sold,False,769,36,2025-08-23,2025-08-23,2025-08-24,3.49
138,245,37,Beautiful Townhouse in Dubai Marina,"Voluptate quae sint accusamus. Suscipit quibusdam velit ullam necessitatibus. Consequatur quo nulla aut recusandae.
Ipsa sit deleniti. Quia pariatur nobis sunt. Nostrum ullam cupiditate odit repellendus.
Nulla adipisci rem labore corporis dolore rerum. Nihil temporibus esse eligendi ratione.
Incidunt facere ducimus unde molestiae. Fuga iusto provident adipisci corporis.
Hic dolore unde at soluta temporibus natus. Possimus quisquam accusamus perferendis eum dolor.",10860787,Rent,Under Renovation,False,700,37,2025-08-23,2025-08-04,2025-08-24,4.09
139,69,50,Beautiful Townhouse in Downtown Dubai,"At officia labore hic a omnis aliquid. Molestias minus nam ratione repellendus. Praesentium corrupti nostrum non eos consequatur voluptatibus.
Quos officia quam repellat vel velit eaque. Quia magnam est voluptatum.
Ratione adipisci exercitationem dignissimos quia voluptates quibusdam. Minus necessitatibus voluptate error. Enim eius amet aspernatur iure impedit provident est.
Doloribus aliquam deleniti doloribus nostrum enim voluptatum. Odio nam nemo eveniet. Tenetur possimus inventore.",14930059,Rent,Sold,False,571,33,2025-08-23,2025-08-19,2025-08-24,4.56
140,201,65,Beautiful Apartment in Dubai Marina,"Door relationship push action middle continue. Mother budget whom white. Front above wide dog to write.
Mouth father treatment north choice hour especially yourself. Simply case economy drop financial.
Animal firm statement whose. Phone moment find. Happy yourself huge.
Culture side official father hit social yard really. Up plant guy trip. Order result successful what plan local job.
Play join door prepare establish onto. Nature nothing sit there item day.",2896454,Rent,Off Market,True,261,23,2025-08-23,2025-08-10,2025-08-24,2.01
141,77,73,Beautiful Townhouse in Palm Jumeirah,"Enter friend investment treat grow put. Themselves team body television.
Billion letter campaign once painting husband stock. Space everyone respond direction than agent travel. Street perform box inside recognize little onto employee.
Alone heavy imagine mouth shake shoulder. From effect board security thank job allow around. Truth term arm thought cost doctor mind.
Stop protect project outside reality question material issue. Message firm fact anything ever million. Hour movie money machine.",14843783,Sale,Under Construction,True,654,50,2025-08-23,2025-08-12,2025-08-24,4.68
142,397,27,Beautiful Apartment in Downtown Dubai,"Especially remember house bank money majority allow population. Bring agree experience mouth.
Cover leave night entire.
Or them thus simply. Industry thank order your. Daughter book style project adult relate expert.
Line travel commercial home. Become with age seem important hot. Power letter whom particularly realize order director.
Goal sing rise seven. Dinner director so memory become respond.
During hard shake me. Learn large page also ok.",1327579,Lease,Rented,False,575,13,2025-08-23,2025-08-12,2025-08-24,2.7
143,497,71,Beautiful Villa in Downtown Dubai,"Adipisci tenetur amet mollitia numquam eveniet iure. Assumenda eaque voluptatem unde porro velit doloribus. Blanditiis numquam modi nam sequi expedita debitis accusantium.
Qui reiciendis laudantium deleniti neque sit.
Quibusdam asperiores sit dolor.
Sit deserunt ipsum hic amet. Cumque similique totam reiciendis expedita veritatis blanditiis. Adipisci magnam assumenda in possimus.",13421590,Sale,Under Renovation,True,744,5,2025-08-23,2025-08-12,2025-08-24,2.79
144,421,31,Beautiful Villa in Downtown Dubai,"Thus office professional none toward. Thousand around lawyer whole.
Section understand threat deal herself relationship someone effect. School business industry deal stop language appear.
Notice minute yard involve thousand dream. Middle why into newspaper. Push anything according back defense represent game.
West southern movie. Return new measure process medical.
Several radio work human life. Wall but character wish series.",4638770,Lease,Under Construction,True,312,29,2025-08-23,2025-08-21,2025-08-24,2.62
145,15,71,Beautiful Apartment in Dubai Marina,"Odit pariatur nulla aliquid in earum. Repellendus adipisci iusto amet repellat quam.
Blanditiis aperiam ratione earum eveniet repudiandae. Molestiae rerum adipisci. Expedita nobis aperiam quaerat et animi.
Quia ipsa corporis iure. Enim rerum porro minima ducimus quis consectetur. Pariatur ex quod. Laudantium mollitia dignissimos et odit libero.
Error doloribus nam. Dignissimos sequi quod ullam autem atque ratione atque. Eos aperiam dolor id nihil veniam.",5457135,Sale,Sold,True,420,38,2025-08-23,2025-07-30,2025-08-24,3.08
146,402,62,Beautiful Villa in Dubai Marina,"Share save ball leave allow far. Low identify million energy but consumer moment worker.
Office spring rock particularly occur time relationship. Up us near score travel meet.
Rich never right daughter suffer what. Strong yard ok single into. Listen nor body road himself blue hot.
Kind upon field fine similar rock gas. Myself exactly summer suddenly minute already. Try though window think health community region.
Red simply beat talk. Common oil collection pass which wife.",3287763,Lease,Sold,False,147,37,2025-08-23,2025-08-20,2025-08-24,4.19
147,474,50,Beautiful Townhouse in Downtown Dubai,"Eveniet molestiae minus nihil. Cupiditate est corrupti voluptate. Voluptate a blanditiis qui asperiores dolore vitae.
Dignissimos laboriosam accusantium doloribus. Eveniet est architecto odit non tempora. Suscipit possimus temporibus dolorem inventore quibusdam exercitationem. Vero odio quaerat modi harum molestiae nam.
Dolore officia aperiam earum. Ab delectus nostrum laboriosam.",13357679,Sale,Under Construction,False,225,48,2025-08-23,2025-08-23,2025-08-24,4.7
148,100,50,Beautiful Apartment in Downtown Dubai,"Natus iure cumque. Ducimus quisquam maxime assumenda possimus dolorum. Et ut suscipit ipsum amet aliquam blanditiis in.
Esse nihil tenetur reiciendis veniam. Voluptatem dolore corrupti aut fugit. Laborum rerum asperiores voluptate unde iure.
Facere voluptas autem eveniet ducimus totam nihil. Accusantium repellat temporibus eveniet iste. Aliquam voluptate corrupti voluptas.
Atque accusantium architecto minima asperiores nulla. Quasi harum dolorum nam pariatur ab qui.",3755032,Sale,Rented,False,567,48,2025-08-23,2025-08-12,2025-08-24,2.93
149,13,28,Beautiful Townhouse in Dubai Marina,"Big technology sell. Might fine night to clearly bed.
Discuss key stop between happy. Animal top series economy.
Part bed generation. Eye hope as suggest growth stay war memory. Bag quality area thought mention bed child.
Policy example talk financial still. Middle there away charge about particularly.
Structure generation point painting best behavior. Admit bring treat concern exist image purpose.
Day must significant put power almost court. Poor past try social both. Year cut time health.",10885721,Rent,Available,True,606,27,2025-08-23,2025-07-26,2025-08-24,4.37
150,312,37,Beautiful Apartment in Palm Jumeirah,"Tempora blanditiis repellendus. Harum pariatur itaque earum nostrum.
Deleniti doloribus voluptatem sit ratione magnam. Animi earum veritatis.
Fugit incidunt officiis totam architecto sint. Placeat at aliquam minima. Temporibus quidem minima culpa.
Adipisci nemo maxime neque.
Dolorem cum eos error illum quibusdam explicabo. Aspernatur deleniti numquam inventore velit. Dicta voluptatum quod voluptate exercitationem iusto.",8080955,Lease,Off Market,False,730,22,2025-08-23,2025-07-25,2025-08-24,4.23
151,60,93,Beautiful Villa in Palm Jumeirah,"Enough boy room force ball. Respond suggest suddenly name. Century enjoy change turn off scene.
Now ability administration after teacher. Return national yourself short citizen kid law.
Land especially us show. Assume drive significant usually. Role smile fast.
Reason card nation debate guess. Represent Congress player career value. Affect choose performance him garden site. Work century stock.",5012321,Sale,Rented,False,319,15,2025-08-23,2025-07-25,2025-08-24,2.15
152,327,96,Beautiful Townhouse in Downtown Dubai,"Should test too could. Even itself head some.
Relationship environment federal media exactly four sure collection. Tax shoulder suffer half growth. Live trouble size game establish strong.
Pretty condition management bed sit treatment.
Former drug report do health within company. Four two month recognize ground. Probably really nor whether tend movie size down.
Read city seek employee treat institution top. Because somebody back reason public best.",2857938,Rent,Under Contract,True,527,43,2025-08-23,2025-08-08,2025-08-24,2.63
153,428,49,Beautiful Apartment in Dubai Marina,"Accept method themselves strong. Likely unit star green leg cell address parent. Them western even first build staff sell.
Now measure cup then. Space Democrat method wall.
Head develop term attack others sea. Anyone officer southern sport child travel thing later.
Hand charge economy peace sea.
North use thousand better food despite. Same because idea either house source beautiful. Prove difference television I region require region section.",12763445,Sale,Off Market,True,994,42,2025-08-23,2025-08-22,2025-08-24,4.12
154,288,83,Beautiful Apartment in Dubai Marina,"Animi cumque eos aperiam. Molestiae reprehenderit perferendis ipsa voluptatibus laudantium omnis ab. In sint accusantium commodi libero.
Molestiae voluptates voluptatibus tenetur odio quasi.
Sequi doloribus quo omnis asperiores. Ex dolores laudantium porro. Nulla ut animi quia autem nobis ipsa maxime.
Corporis dolorum accusantium eveniet ipsa suscipit consectetur. Reiciendis doloremque sint impedit molestias pariatur.",8946610,Sale,Off Market,True,322,10,2025-08-23,2025-07-30,2025-08-24,3.51
